src	answer	options	category	question	cot_content	question_id	answer_index	total_tokens	meta_cluster	base_cluster	entropy_ans_correct_qwen2	entropy_value_qwen2	entropy_ans_qwen2	norm_entropy
stemez-Physics	E	['125 liters/s', '150 liters/s', '90 liters/s', '75 liters/s', '102.4 liters/s', '60 liters/s', '250 liters/s', '50 liters/s', '180 liters/s', '200 liters/s']	physics	Determine the required flow rate (in liters per second) of lake water at 2°C through a heat engine—operating at 20% of Carnot efficiency—when the heat sink is outdoor air at -15°C, to supply 10 kW of heating power to a house. The water is cooled to the freezing point before discharge. Select the correct flow rate from the given options.		9888	4	156	Engineering Calculations	Heat Transfer Problems	True	1.2078686952590942	5	0.5409946816417329
ori_mmlu-us_foreign_policy	B	"['It was the first time the US became involved in the Balkans', 'It was the first war won by airpower alone', 'It was the first war where NATO suffered no casualties', 'It was the first war in which NATO used drones', 'It was the first time NATO used military force', ""It was the first war to employ 'smart weapons'"", 'It was the first time NATO was involved in a civil war', 'It was the first time NATO intervened in a non-member state', 'It was the first war where NATO used cyber warfare']"	other	What distinguished the 1999 NATO campaign in Kosovo from previous military operations in terms of strategy, scope, or historical firsts?		5134	1	116	External Affairs Strategy	US Foreign Policy & Military	False	0.0490887127816677	8	0.0219864399563929
ori_mmlu-us_foreign_policy	B	"['It was the first time the US became involved in the Balkans', 'It was the first war won by airpower alone', 'It was the first war where NATO suffered no casualties', 'It was the first war in which NATO used drones', 'It was the first time NATO used military force', ""It was the first war to employ 'smart weapons'"", 'It was the first time NATO was involved in a civil war', 'It was the first time NATO intervened in a non-member state', 'It was the first war where NATO used cyber warfare']"	other	What distinguished the 1999 NATO campaign in Kosovo from previous military operations in terms of strategy, scope, or historical firsts?		5134	1	116	External Affairs Strategy	US Foreign Policy & Military	False	0.0490887127816677	8	0.0219864399563929
stemez-Psychology	J	"['Socioeconomic status and personal beliefs', 'Childhood upbringing and current employment status', 'Diet and exercise habits', 'Personality type and coping mechanisms', 'Intelligence quotient (IQ) and gender', 'Marital status and number of children', ""Person's physical health and age"", 'Cultural background and language proficiency', 'Genetic predisposition and education level', 'Amount of conflict a person can handle and life experiences']"	psychology	What internal or personal attributes most influence an individual's resilience to conflict or their susceptibility to developing psychological distress?		2114	9	99	Psychology Behavior	Psychology Questions (1)	False	0.3366394639015198	4	0.150778110498493
stemez-Psychology	J	"['Socioeconomic status and personal beliefs', 'Childhood upbringing and current employment status', 'Diet and exercise habits', 'Personality type and coping mechanisms', 'Intelligence quotient (IQ) and gender', 'Marital status and number of children', ""Person's physical health and age"", 'Cultural background and language proficiency', 'Genetic predisposition and education level', 'Amount of conflict a person can handle and life experiences']"	psychology	What internal or personal characteristics most influence an individual's resilience to conflict or their susceptibility to developing psychological distress?		2114	9	99	Psychology Behavior	Psychology Questions (1)	False	0.3366394639015198	4	0.150778110498493
ori_mmlu-professional_psychology	B	"[""Skinner's behaviorism"", 'Adler’s individual psychology.', 'Beck’s cognitive-behavioral therapy.', 'Perls’s Gestalt therapy.', ""Erikson's stages of psychosocial development"", ""Freud's psychoanalytic theory"", 'Mahler’s object relations theory.', ""Piaget's theory of cognitive development"", ""Rogers's person-centered therapy"", ""Bandura's social learning theory""]"	psychology	Which psychological theory aligns with the idea that a child's problematic behavior is driven by one of four underlying motives: seeking attention, revenge, control, or demonstrating inadequacy?		2152	1	119	Psychology Behavior	Psychology Questions (0)	True	0.0712535381317138	2	0.03191388710438
ori_mmlu-professional_psychology	B	"[""Skinner's behaviorism"", 'Adler’s individual psychology.', 'Beck’s cognitive-behavioral therapy.', 'Perls’s Gestalt therapy.', ""Erikson's stages of psychosocial development"", ""Freud's psychoanalytic theory"", 'Mahler’s object relations theory.', ""Piaget's theory of cognitive development"", ""Rogers's person-centered therapy"", ""Bandura's social learning theory""]"	psychology	Which psychological theory aligns most closely with the idea that a child's misbehavior is driven by one of four underlying goals: seeking attention, revenge, power, or demonstrating inadequacy?		2152	1	119	Psychology Behavior	Psychology Questions (0)	True	0.0712535381317138	2	0.03191388710438
ori_mmlu-college_chemistry	E	['1.8 seconds', '400 ms', '32.7 ms', '2 seconds', '4.19 ms', '26.3 ms', '500 ms', '240 ms', '1510 ms', '8.5 ms']	chemistry	A spin system with an offset frequency of **Ω = 250 rad/s** accumulates a precession angle of **60°** during a free evolution period. What is the duration of this delay?		4440	4	75	Biology Questions	Chemistry & Biology Reactions	False	1.7687641382217407	9	0.792215242941888
ori_mmlu-college_chemistry	E	['1.8 seconds', '400 ms', '32.7 ms', '2 seconds', '4.19 ms', '26.3 ms', '500 ms', '240 ms', '1510 ms', '8.5 ms']	chemistry	What is the duration of a delay during which nuclear spins precessing at an offset frequency of **Ω = 250 rad/s** accumulate a phase angle of **60°**?		4440	4	75	Biology Questions	Chemistry & Biology Reactions	False	1.7687641382217407	9	0.792215242941888
ori_mmlu-logical_fallacies	B	['Prejudicial Language', 'Equivocation', 'Inconsistency', 'Straw Man']	philosophy	"What logical fallacy is committed in the following argument: ""Laws against discrimination are unnecessary because discrimination is a natural and unavoidable part of life—we choose our food, music, friends, and decorations based on personal preferences, so we clearly can’t live without it."""		11102	1	106	Miscellaneous	Logical Fallacies Quiz	False	0.6965199708938599	4	0.3119656974221061
ori_mmlu-logical_fallacies	B	['Prejudicial Language', 'Equivocation', 'Inconsistency', 'Straw Man']	philosophy	What logical fallacy is committed when someone argues that laws against discrimination are unnecessary by comparing everyday preferences (like choosing food or friends) to systemic unfair treatment?		11102	1	106	Miscellaneous	Logical Fallacies Quiz	False	0.6965199708938599	4	0.3119656974221061
stemez-Physics	A	['100 joules', '150 joules', '250 joules', '180 joules', '60 joules', '300 joules', '200 joules', '50 joules', '75 joules', '125 joules']	physics	What is the amount of work performed per second by an electrical source when a 100-V outlet supplies a 100-W light bulb with a charge flow of 1 coulomb each second?		9889	0	72	Engineering Calculations	Electric Circuit Calculations	True	0.8773745894432068	1	0.3929690276429904
stemez-Physics	A	['100 joules', '150 joules', '250 joules', '180 joules', '60 joules', '300 joules', '200 joules', '50 joules', '75 joules', '125 joules']	physics	What is the amount of work performed per second by an electrical source when a 100-V outlet supplies a 100-W light bulb with a charge flow of 1 coulomb each second?		9889	0	72	Engineering Calculations	Electric Circuit Calculations	True	0.8773745894432068	1	0.3929690276429904
ori_mmlu-high_school_mathematics	H	['\frac{8}{15}', '\frac{15}{11}', '\frac{5}{7}', '\frac{15}{8}', '\frac{5}{15}', '\frac{7}{5}', '\frac{8}{7}', '\frac{15}{7}', '\frac{7}{15}', '\frac{11}{15}']	math	What is the result of dividing \(-\frac{18}{7}\) by \(-\frac{6}{5}\)?		8048	7	103	Mathematical Problem Solving	Elementary Math Calculations	True	1.0598008632659912	8	0.4746762896303333
ori_mmlu-high_school_mathematics	H	['\frac{8}{15}', '\frac{15}{11}', '\frac{5}{7}', '\frac{15}{8}', '\frac{5}{15}', '\frac{7}{5}', '\frac{8}{7}', '\frac{15}{7}', '\frac{7}{15}', '\frac{11}{15}']	math	What is the result of dividing $$-frac{18}{7}$$ by $$-frac{6}{5}$$?		8048	7	103	Mathematical Problem Solving	Elementary Math Calculations	True	1.0598008632659912	8	0.4746762896303333
stemez-Chemistry	E	['300 × 10^6 Kcal', '600 × 10^6 Kcal', '450 × 10^6 Kcal', '540 × 10^6 Kcal', '360 × 10^6 Kcal', '480 × 10^6 Kcal', '240 × 10^6 Kcal', '720 × 10^6 Kcal', '180 × 10^6 Kcal', '420 × 10^6 Kcal']	chemistry	What was the total energy released (in Kcal) when the **Hindenberg**—a hydrogen-filled airship with a gas volume of **1.4 × 10^8 liters at 1 atm and 0°C**—combusted completely to form gaseous products at **25°C**, given that the standard heat of formation of water vapor at 25°C is **-57.8 Kcal/mole**?		4198	4	176	Scientific Calculations	Chemistry Calculations	True	1.6594765186309814	5	0.7432661964106314
stemez-Chemistry	E	['300 × 10^6 Kcal', '600 × 10^6 Kcal', '450 × 10^6 Kcal', '540 × 10^6 Kcal', '360 × 10^6 Kcal', '480 × 10^6 Kcal', '240 × 10^6 Kcal', '720 × 10^6 Kcal', '180 × 10^6 Kcal', '420 × 10^6 Kcal']	chemistry	Calculate the total energy released (in Kcal) when the **1.4 × 10^8 liters** of hydrogen gas in the *Hindenburg*—initially at **1 atm and 0°C**—combusted completely to form water vapor at **25°C**, given that the **standard heat of formation of water vapor at 25°C is -57.8 Kcal/mol**. Select the closest value from the provided options.		4198	4	176	Scientific Calculations	Chemistry Calculations	True	1.6594765186309814	5	0.7432661964106314
ori_mmlu-miscellaneous	E	['The author explains the importance of storytelling in understanding the world.', 'The author narrates a series of events without providing any interpretation.', 'The author contrasts his methods of work with others in his profession.', 'The author describes a sequence of events leading to his current work.', 'The author uses analogies to explain his experience of a particular action.', 'The author discusses the impact of his profession on his personal life.', 'The author chronicles the various phases of his work in a particular discipline.', 'The author uses his personal experiences to critique societal norms.', 'The author makes a comparison between his own experiences and that of others in his profession.', 'The author provides several explanations for taking a certain course of action.']	other	How is the passage structured in terms of its rhetorical or organizational approach?		5253	4	298	Historical Trivia	American Culture Trivia	False	1.3043115139007568	1	0.5841906450543668
stemez-Business	B	['$63.00', '$7.85', '$15.40', '$78.54', '$56.37', '$70.69', '$42.30', '$34.02', '$89.07', '$26.18']	business	What is the total cost savings when purchasing a single 3-year insurance policy versus three separate 1-year policies for $22,000 of coverage at a rate of $1.19 per $1,000?		786	1	88	Economics & Finance MCQs	Business Finance Questions	False	0.8334277868270874	8	0.3732856079270918
stemez-Business	B	['$63.00', '$7.85', '$15.40', '$78.54', '$56.37', '$70.69', '$42.30', '$34.02', '$89.07', '$26.18']	business	How much more or less expensive is purchasing a single 3-year insurance policy compared to buying three separate 1-year policies for **$22,000** of coverage at a rate of **$1.19 per $1,000**? Select the correct cost difference from the options provided.		786	1	88	Economics & Finance MCQs	Business Finance Questions	False	0.8334277868270874	8	0.3732856079270918
stemez-Optics	A	['2.5 diopters', '3.0 diopters', '0.5 diopter', '5.0 diopters', '4.0 diopters', '3.5 diopters', '1.0 diopter', '2.2 diopters', '1.5 diopters', '2.0 diopters']	physics	A lens forms a clear, sharp image of a faraway object (like a scene viewed through a window) on a screen placed **40 cm** from the lens. What is the lens's optical power in diopters?		9565	0	110	Scientific Calculations	Wavelength & Energy Calculations	False	1.4027878046035769	9	0.628297384261316
stemez-Optics	A	['2.5 diopters', '3.0 diopters', '0.5 diopter', '5.0 diopters', '4.0 diopters', '3.5 diopters', '1.0 diopter', '2.2 diopters', '1.5 diopters', '2.0 diopters']	physics	A lens forms a sharp image of a far-away object (like a scene viewed through a window) on a screen placed **40 cm** from the lens. What is the lens's optical power in diopters?		9565	0	110	Scientific Calculations	Wavelength & Energy Calculations	False	1.4027878046035769	9	0.628297384261316
scibench-quan	D	['10', '2', '3', '4', '6', '5', '8', '7', '9', '1']	chemistry	An electron in a one-electron system confined to a 2.00 Å one-dimensional potential well emits a photon with a wavelength of 8.79 nm when dropping from an excited state to the ground state. Determine the principal quantum number of the initial excited state.		4094	3	74	Scientific Calculations	Chemical Calculations	False	1.6610190868377686	9	0.7439571003136939
scibench-quan	D	['10', '2', '3', '4', '6', '5', '8', '7', '9', '1']	chemistry	An electron in a one-dimensional box of length **2.00 Å** drops from an excited state to the ground state, emitting a photon with a wavelength of **8.79 nm**. What is the quantum number of the initial excited state?		4094	3	74	Scientific Calculations	Chemical Calculations	False	1.6610190868377686	9	0.7439571003136939
stemez-Business	H	['13.52 days, 14.23 days, $5.67', '10.5 days, 11.4 days, $3.50', '11.2 days, 12.1 days, $3.75', '11.9 days, 12.8 days, $3.98', '12.2 days, 12.9 days, $4.15', '14.7 days, 15.6 days, $6.20', '13.3 days, 14.1 days, $5.10', '12.7 days, 13.11 days, $4.45', '15.8 days, 16.7 days, $7.26', '14.2 days, 15.1 days, $6.78']	business	"Determine the following for Company X based on the provided financial data:

- The **average collection period (in days)** for fiscal years **19X1** (beginning AR: $28,000, ending AR: $32,000, sales: $850,000) and **19X2** (ending AR: $35,000, sales: $920,000), assuming a **360-day year**.
- The **financial cost (or savings)** associated with the **change in the credit collection period** between the two years, given a **10% desired return rate**."		357	7	310	Economics & Finance MCQs	Business Finance Questions	True	0.5672126412391663	8	0.2540499836404207
stemez-Business	H	['13.52 days, 14.23 days, $5.67', '10.5 days, 11.4 days, $3.50', '11.2 days, 12.1 days, $3.75', '11.9 days, 12.8 days, $3.98', '12.2 days, 12.9 days, $4.15', '14.7 days, 15.6 days, $6.20', '13.3 days, 14.1 days, $5.10', '12.7 days, 13.11 days, $4.45', '15.8 days, 16.7 days, $7.26', '14.2 days, 15.1 days, $6.78']	business	"Determine the following for Company X based on the provided financial data:

- The **average collection period (in days)** for fiscal years **19X1** (beginning AR: $28,000, ending AR: $32,000, sales: $850,000) and **19X2** (ending AR: $35,000, sales: $920,000), assuming a **360-day year**.
- The **cost (or savings) in dollars** associated with the change in the credit collection period between the two years, given a **10% desired rate of return**.

Select the correct answer from the options provided."		357	7	310	Economics & Finance MCQs	Business Finance Questions	True	0.5672126412391663	8	0.2540499836404207
ori_mmlu-machine_learning	I	['will not have any effect on the testing error.', 'will always increase the testing error.', 'may decrease or increase the testing error.', 'will never increase the training error.', 'will always decrease the testing error.', 'may decrease or increase the training error.', 'will not have any effect on the training error.', 'will never decrease the testing error.', 'will never decrease the training error.', 'will never increase']	computer science	How does adjusting the regularization parameter **λ** (when performing exact least-squares regression with regularization) typically influence the **test error**?		10633	8	116	CS Subfield Queries	Machine Learning Queries	False	0.0605738461017608	3	0.0271305388708729
ori_mmlu-high_school_mathematics	J	['28700', '35270', '22410', '31500', '4030', '2870', '22140', '5010', '41', '19270']	math	What is the numerical value of the sum of squares from \(21^2\) to \(40^2\), given the formula for the sum of the first \(n\) squares as \(\frac{n(n+1)(2n+1)}{6}\)?		7951	9	99	Mathematical Problem Solving	Elementary Math Calculations	False	0.0635601878166198	3	0.0284680973254009
ori_mmlu-high_school_mathematics	J	['28700', '35270', '22410', '31500', '4030', '2870', '22140', '5010', '41', '19270']	math	What is the numerical value of the sum of squares from \(21^2\) to \(40^2\), given the formula for the sum of the first \(n\) squares is \(\frac{n(n+1)(2n+1)}{6}\)?		7951	9	99	Mathematical Problem Solving	Elementary Math Calculations	False	0.0635601878166198	3	0.0284680973254009
ori_mmlu-high_school_government_and_politics	H	"['The majority of American citizens support the proposed legislation.', 'More than half of the state governors support the proposed legislation.', 'The Supreme Court has ruled in favor of the proposed legislation.', 'The Vice President supports the proposed legislation.', 'The chief justice of the Supreme Court was appointed by the president.', ""The president's approval rating is exceptionally high."", 'The president’s party has a majority in the House but not in the Senate.', 'Approximately 30% of the senators and representatives are members of the presidential political party.', 'The proposed legislation has been sponsored by a third-party senator.', ""The president's successful reelection campaign advocated bipartisanship.""]"	other	In which of the following scenarios would Congress be most likely to successfully override a presidential veto?		5141	7	150	Historical Trivia	US History Questions	False	0.3119255602359772	7	0.139708951658511
ori_mmlu-high_school_government_and_politics	H	"['The majority of American citizens support the proposed legislation.', 'More than half of the state governors support the proposed legislation.', 'The Supreme Court has ruled in favor of the proposed legislation.', 'The Vice President supports the proposed legislation.', 'The chief justice of the Supreme Court was appointed by the president.', ""The president's approval rating is exceptionally high."", 'The president’s party has a majority in the House but not in the Senate.', 'Approximately 30% of the senators and representatives are members of the presidential political party.', 'The proposed legislation has been sponsored by a third-party senator.', ""The president's successful reelection campaign advocated bipartisanship.""]"	other	In which of the following scenarios would Congress most likely have the ability to successfully override a presidential veto?		5141	7	150	Historical Trivia	US History Questions	False	0.3119255602359772	7	0.139708951658511
scibench-atkins	C	['+66.5$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+110.3$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', ' +87.8$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+59.2$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+102.3$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+93.5$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+81.9$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+45.7$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+75.6$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+125.4$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$']	chemistry	At its normal boiling point of 334.88 K, chloroform (CHCl₃) has an enthalpy of vaporization of 29.4 kJ mol⁻¹. What is the corresponding entropy of vaporization for chloroform at this temperature? (Assume ideal gas behavior and a reference temperature of 298.15 K where unspecified.)		4528	2	362	Scientific Calculations	Chemical Calculations	False	0.4362378418445587	2	0.195387423562749
scibench-atkins	C	['+66.5$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+110.3$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', ' +87.8$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+59.2$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+102.3$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+93.5$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+81.9$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+45.7$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+75.6$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$', '+125.4$\mathrm{J} \mathrm{K}^{-1} \mathrm{~mol}^{-1}$']	chemistry	Determine the change in entropy when chloroform (CHCl₃) vaporizes at its normal boiling point of 334.88 K, given that its enthalpy of vaporization at this temperature is 29.4 kJ mol⁻¹.		4528	2	362	Scientific Calculations	Chemical Calculations	False	0.4362378418445587	2	0.195387423562749
stemez-Physics	G	['1 ft', '6 ft', '1.5 ft', '7 ft', '5 ft', '3 ft', '2.5 ft (approx.)', '2 ft', '4 ft', '3.5 ft']	physics	What is the approximate wavelength of a sound wave produced by a tuning fork vibrating at 440 Hz in standard conditions?		10323	6	56	Scientific Calculations	Wavelength & Energy Calculations	True	0.5447437167167664	7	0.2439863329170112
stemez-Physics	G	['1 ft', '6 ft', '1.5 ft', '7 ft', '5 ft', '3 ft', '2.5 ft (approx.)', '2 ft', '4 ft', '3.5 ft']	physics	What is the approximate wavelength of a sound wave produced by a tuning fork vibrating at 440 Hz in air at room temperature?		10323	6	56	Scientific Calculations	Wavelength & Energy Calculations	True	0.5447437167167664	7	0.2439863329170112
stemez-Optics	B	['(a) 6 cm, (b) 150 cm, (c) 0.67 Hz, (d) 300 cm/sec, (e) to the right, (f) 12 cm/sec', '(a) 6 cm, (b) 100 cm, (c) 2 Hz, (d) 200 cm/sec, (e) to the left, (f) 75 cm/sec', '(a) 10 cm, (b) 150 cm, (c) 3 Hz, (d) 300 cm/sec, (e) to the right, (f) 80 cm/sec', '(a) 7 cm, (b) 100 cm, (c) 2.5 Hz, (d) 250 cm/sec, (e) to the left, (f) 105 cm/sec', '(a) 6 cm, (b) 314 cm, (c) 0.32 Hz, (d) 100 cm/sec, (e) to the right, (f) 38 cm/sec', '(a) 6 cm, (b) 50 cm, (c) 0.5 Hz, (d) 100 cm/sec, (e) to the right, (f) 60 cm/sec', '(a) 4 cm, (b) 75 cm, (c) 1 Hz, (d) 150 cm/sec, (e) to the right, (f) 90 cm/sec', '(a) 5 cm, (b) 200 cm, (c) 0.25 Hz, (d) 400 cm/sec, (e) to the left, (f) 30 cm/sec', '(a) 6 cm, (b) 100 cm, (c) 1.59 Hz, (d) 159 cm/sec, (e) to the left, (f) 60 cm/sec', '(a) 8 cm, (b) 120 cm, (c) 4 Hz, (d) 250 cm/sec, (e) to the left, (f) 70 cm/sec']	physics	"A traveling wave is described by the equation **y = 6.0 sin(0.020πx + 4.0πt)**, where **y** and **x** are in centimeters and **t** is in seconds. Determine the following properties of the wave:

(a) the amplitude,
(b) the wavelength,
(c) the frequency,
(d) the wave speed,
(e) the direction of wave propagation,
(f) the maximum transverse speed of a particle in the wave."		9581	1	552	Scientific Calculations	Wavelength & Energy Calculations	False	0.1041360348463058	1	0.0466416931246198
stemez-Optics	B	['(a) 6 cm, (b) 150 cm, (c) 0.67 Hz, (d) 300 cm/sec, (e) to the right, (f) 12 cm/sec', '(a) 6 cm, (b) 100 cm, (c) 2 Hz, (d) 200 cm/sec, (e) to the left, (f) 75 cm/sec', '(a) 10 cm, (b) 150 cm, (c) 3 Hz, (d) 300 cm/sec, (e) to the right, (f) 80 cm/sec', '(a) 7 cm, (b) 100 cm, (c) 2.5 Hz, (d) 250 cm/sec, (e) to the left, (f) 105 cm/sec', '(a) 6 cm, (b) 314 cm, (c) 0.32 Hz, (d) 100 cm/sec, (e) to the right, (f) 38 cm/sec', '(a) 6 cm, (b) 50 cm, (c) 0.5 Hz, (d) 100 cm/sec, (e) to the right, (f) 60 cm/sec', '(a) 4 cm, (b) 75 cm, (c) 1 Hz, (d) 150 cm/sec, (e) to the right, (f) 90 cm/sec', '(a) 5 cm, (b) 200 cm, (c) 0.25 Hz, (d) 400 cm/sec, (e) to the left, (f) 30 cm/sec', '(a) 6 cm, (b) 100 cm, (c) 1.59 Hz, (d) 159 cm/sec, (e) to the left, (f) 60 cm/sec', '(a) 8 cm, (b) 120 cm, (c) 4 Hz, (d) 250 cm/sec, (e) to the left, (f) 70 cm/sec']	physics	"A traveling wave is described by the equation **y = 6.0 sin(0.020πx + 4.0πt)**, where **y** and **x** are in centimeters and **t** is in seconds. Determine:

(a) the wave’s amplitude,
(b) the wavelength,
(c) the frequency,
(d) the wave speed,
(e) the direction of wave propagation, and
(f) the maximum transverse speed of a particle in the wave."		9581	1	552	Scientific Calculations	Wavelength & Energy Calculations	False	0.1041360348463058	1	0.0466416931246198
stemez-TransportPhenomena	H	['9.81 ft', '2.97 ft', '5.6 ft', '7.25 ft', '4.67 ft', '0.85 ft', '12.4 ft', '3.53 ft', '218 ft', '1.75 ft']	engineering	At what distance from the leading edge of a thin flat plate will the boundary layer thickness reach **0.75 inches** when water at **70°F (μ = 1 cP)** flows over it at a velocity of **15 ft/s**?		12041	7	105	Engineering Calculations	Fluid Flow Boundary Layer	False	0.4149149060249328	2	0.185837051969642
stemez-TransportPhenomena	H	['9.81 ft', '2.97 ft', '5.6 ft', '7.25 ft', '4.67 ft', '0.85 ft', '12.4 ft', '3.53 ft', '218 ft', '1.75 ft']	engineering	At what distance from the leading edge of a thin flat plate will the boundary layer thickness reach **0.75 inches** when water at **70°F (μ = 1 cP)** flows over it at a velocity of **15 ft/s**?		12041	7	105	Engineering Calculations	Fluid Flow Boundary Layer	False	0.4149149060249328	2	0.185837051969642
stemez-Physics	E	['0.25 ft', '0.40 ft', '0.35 ft', '0.60 ft', '0.20 ft', '0.15 ft', '0.30 ft', '0.50 ft', '0.10 ft', '0.45 ft']	physics	A 200-foot iron steam pipe at 0°C is heated to 100°C. Given the linear expansion coefficient (α = 10 × 10⁻⁶ /°C), how much will its length increase? Select the correct value from the options.		9608	4	96	Scientific Calculations	Wavelength & Energy Calculations	True	1.4237107038497925	5	0.6376685826880626
stemez-Physics	E	['0.25 ft', '0.40 ft', '0.35 ft', '0.60 ft', '0.20 ft', '0.15 ft', '0.30 ft', '0.50 ft', '0.10 ft', '0.45 ft']	physics	A 200-foot iron steam pipe at 0°C is heated to 100°C. Given the linear expansion coefficient (α = 10 × 10⁻⁶ /°C), by how much will its length increase? Select the correct value from the options.		9608	4	96	Scientific Calculations	Wavelength & Energy Calculations	True	1.4237107038497925	5	0.6376685826880626
stemez-TransportPhenomena	D	['0.98 sec', '1.08 sec', '0.67 sec', '0.81 sec', '0.30 sec', '1.75 sec', '2.50 sec', '0.45 sec', '1.20 sec', '2.15 sec']	engineering	Calculate the time needed for a spherical pure carbon particle (density = 1.35 × 10³ kg/m³, initial diameter = 2.0 × 10⁻⁴ m) to shrink to a diameter of 8 × 10⁻⁵ m in a fluidized coal reactor at 1200 K, where the rate-limiting step is the steady-state counter-diffusion of oxygen and carbon monoxide at the particle surface. The diffusivity of oxygen in the mixture is 1.5 × 10⁻⁴ m²/s.		11885	3	179	Engineering Calculations	Heat Transfer Problems	True	1.5843796730041504	4	0.7096309227657001
ori_mmlu-high_school_macroeconomics	I	['75 percent.', '0.5 percent.', '20 percent.', '100 percent.', '25 percent.', '33.3 percent.', '1.5 percent.', '5.0 percent.', '50 percent.', '3.3 percent.']	economics	What is the percentage increase in real GDP per capita from $10,000 in 1990 to $15,000 in 2000?		7492	8	80	Economics & Finance MCQs	Economic Concepts & Policies	True	0.1799028515815735	9	0.080577041444837
ori_mmlu-high_school_macroeconomics	I	['75 percent.', '0.5 percent.', '20 percent.', '100 percent.', '25 percent.', '33.3 percent.', '1.5 percent.', '5.0 percent.', '50 percent.', '3.3 percent.']	economics	What is the percentage increase in real GDP per capita from $10,000 in 1990 to $15,000 in 2000?		7492	8	80	Economics & Finance MCQs	Economic Concepts & Policies	True	0.1799028515815735	9	0.080577041444837
theoremQA-Physics	C	['10.0', '7.0', '1.0', '8.0', '6.0', '9.0', '5.0', '4.0', '3.0', '2.0']	physics	On a frictionless frozen pond, James (90.0 kg) and Ramon (60.0 kg) are initially separated by 20.0 meters, with a mug placed exactly halfway between them. If they pull on opposite ends of a massless rope connecting them, and James moves 6.0 meters closer to the mug, what distance does Ramon cover in the same time? (Answer in meters)		9951	2	118	Scientific Calculations	Physics Calculation Questions	True	1.8648757934570312	3	0.8352628809261828
theoremQA-Physics	C	['10.0', '7.0', '1.0', '8.0', '6.0', '9.0', '5.0', '4.0', '3.0', '2.0']	physics	James (90.0 kg) and Ramon (60.0 kg) stand 20.0 meters apart on frictionless ice, with a mug placed exactly halfway between them. They begin pulling on opposite ends of a massless rope connecting them. If James moves 6.0 meters closer to the mug, what distance does Ramon cover in the same time? (Answer in meters)		9951	2	118	Scientific Calculations	Physics Calculation Questions	True	1.8648757934570312	3	0.8352628809261828
ori_mmlu-high_school_world_history	C	['Our king of Shang brilliantly displayed his sagely prowess.', 'The former king began with careful attention to the bonds that hold men together.', 'The birds and beasts . . . enjoyed their existence according to their nature.', 'The ways of Heaven are not invariable: on the good-doer it sends down all blessings.']	history	Which of the following phrases from the passage most closely reflects an early expression of Daoist principles regarding harmony with the natural world?		4774	2	393	Historical Trivia	US History Questions	False	0.1089458614587783	4	0.0487959758104612
ori_mmlu-high_school_world_history	C	['Our king of Shang brilliantly displayed his sagely prowess.', 'The former king began with careful attention to the bonds that hold men together.', 'The birds and beasts . . . enjoyed their existence according to their nature.', 'The ways of Heaven are not invariable: on the good-doer it sends down all blessings.']	history	Which of the following phrases from the passage most closely reflects an early expression of Daoist philosophical ideas about natural harmony?		4774	2	393	Historical Trivia	US History Questions	False	0.1089458614587783	4	0.0487959758104612
ori_mmlu-college_computer_science	G	['Newly created objects awaiting assignment', 'Return addresses on the call stack', 'Objects referenced by CPU instructions', 'Temporary variables in the active procedures', 'Global variables of the program', 'Local variables on the call stack', 'Dynamically allocated objects on the heap', 'Static variables in the program', 'Actual parameters of the active procedures', 'Objects stored in registers']	computer science	Which of the following elements is **not** considered part of the root set when a garbage collector identifies reachable objects in a managed memory system?		10625	6	134	CS Subfield Queries	Computer Science Questions	False	0.6826341152191162	9	0.3057463342582404
